Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Tyler R.W.","36757447400;","Comments on “science education in the people's republic of China: Observations and impressions”",1979,"Science Education","63","2",,"275","276",,,"10.1002/sce.3730630216","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984035075&doi=10.1002%2fsce.3730630216&partnerID=40&md5=ad2a8883b31fc87eeba3391d6098234f","Science Research Associates, Chicago, Illinois, 60606, United States","Tyler, R.W., Science Research Associates, Chicago, Illinois, 60606, United States",[No abstract available],,,,,,,"Tyler, R.W.; Science Research Associates, Chicago, Illinois, 60606, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984035075
"Albert E.","57190903059;","Can Ausubel's theory of meaningful learning become an alternative to Piagetian psychology?",1979,"Science Education","63","1",,"135","138",,2,"10.1002/sce.3730630118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983979242&doi=10.1002%2fsce.3730630118&partnerID=40&md5=c79af9566c5818505530b77149e3e4fe","Department of Education, University of the Witwatersrand, Johannesburg, South Africa","Albert, E., Department of Education, University of the Witwatersrand, Johannesburg, South Africa",[No abstract available],,,,,,,"Albert, E.; Department of Education, University of the Witwatersrand, Johannesburg, South Africa",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983979242
"Weaver H.M., Hounshell P.B., Coble C.B.","57190902095;16406351500;57190901881;","Effects of science methods courses with and without field experience on attitudes of preservice elementary teachers",1979,"Science Education","63","5",,"655","664",,11,"10.1002/sce.3730630510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984081656&doi=10.1002%2fsce.3730630510&partnerID=40&md5=dc00fc20d7a6a9a42fd348e27bcc2579","Greenville, North Carolina, 27834, United States; School of Education, University of North Carolina, Chapel Hill, North Carolina, 27514, United States; Department of Science Education, East Carolina University, North Carolina, 27834, United States","Weaver, H.M., Greenville, North Carolina, 27834, United States; Hounshell, P.B., School of Education, University of North Carolina, Chapel Hill, North Carolina, 27514, United States; Coble, C.B., Department of Science Education, East Carolina University, North Carolina, 27834, United States",[No abstract available],,,,,,,"Weaver, H.M., Greenville, North Carolina, 27834, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984081656
"Lawson A.E.","35567610900;","Combining variables, controlling variables, and proportions: Is there a psychological link?",1979,"Science Education","63","1",,"67","72",,12,"10.1002/sce.3730630111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983947212&doi=10.1002%2fsce.3730630111&partnerID=40&md5=c06c4bfaf083e459d6fc0f478bbca8f2","Department of Physics, Arizona State University, Tempe, Arizona, 85281, United States","Lawson, A.E., Department of Physics, Arizona State University, Tempe, Arizona, 85281, United States",[No abstract available],,,,,,,"Lawson, A.E.; Department of Physics, Arizona State University, Tempe, Arizona, 85281, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983947212
"Mali G.B., Howe A.","57190903054;7102559995;","Development of earth and gravity concepts among Nepali children",1979,"Science Education","63","5",,"685","691",,68,"10.1002/sce.3730630514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0009874925&doi=10.1002%2fsce.3730630514&partnerID=40&md5=23f3d1cd18bd789d34e55113f197aad9","Tribhwan University, Kathmandu, Nepal; Syracuse University, Syracuse, New York, 13210, United States","Mali, G.B., Tribhwan University, Kathmandu, Nepal; Howe, A., Syracuse University, Syracuse, New York, 13210, United States",[No abstract available],,,,,,,"Mali, G.B.; Tribhwan University, Kathmandu, Nepal",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-0009874925
"Shymansky J.A., Penick J.E.","6603423517;6602641179;","Use of systematic observations to improve college science laboratory instruction",1979,"Science Education","63","2",,"195","203",,12,"10.1002/sce.3730630207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984076242&doi=10.1002%2fsce.3730630207&partnerID=40&md5=4d344592b6f0a2a180ca556ac92a8772","Science Education Center, University of Iowa, Iowa City, Iowa, 52242, United States","Shymansky, J.A., Science Education Center, University of Iowa, Iowa City, Iowa, 52242, United States; Penick, J.E., Science Education Center, University of Iowa, Iowa City, Iowa, 52242, United States",[No abstract available],,,,,,,"Shymansky, J.A.; Science Education Center, University of Iowa, Iowa City, Iowa, 52242, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984076242
"Charles Romesburg H.","57190900433;","Simulating scientific inquiry with the card game eleusis",1979,"Science Education","63","5",,"599","608",,5,"10.1002/sce.3730630505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984036672&doi=10.1002%2fsce.3730630505&partnerID=40&md5=5ff8751534711e17d553dd15b4af1388","Department of Forestry and Outdoor Recreation, Utah State University, Logan, Utah, 84322, United States","Charles Romesburg, H., Department of Forestry and Outdoor Recreation, Utah State University, Logan, Utah, 84322, United States",[No abstract available],,,,,,,"Charles Romesburg, H.; Department of Forestry and Outdoor Recreation, Utah State University, Logan, Utah, 84322, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984036672
"Sullivan R.J.","56968602000;","Students' interests in specific science topics",1979,"Science Education","63","5",,"591","598",,7,"10.1002/sce.3730630504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984030913&doi=10.1002%2fsce.3730630504&partnerID=40&md5=5ffa240cbc0d2cc683d1c29e25808475","The Psychological Corporation, New York, New York, 10017, United States","Sullivan, R.J., The Psychological Corporation, New York, New York, 10017, United States",[No abstract available],,,,,,,"Sullivan, R.J.; The Psychological Corporation, New York, New York, 10017, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984030913
"Chen B., Orr J., Thier H.D.","57190903163;57190900011;7004131430;","Problems in the adaptation of nonformal study programs to the Israeli educational system",1979,"Science Education","63","5",,"705","713",,2,"10.1002/sce.3730630516","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983984179&doi=10.1002%2fsce.3730630516&partnerID=40&md5=48490d863b06bb0b35406c480eff1031","Ben-Gurion University of the Negev, Beer-Sheva, Israel; Israel Society for the Protection of Nature, Beer-Sheva, Israel; Lawrence Halt of Science, University of California, Berkeley, California, 94720, United States","Chen, B., Ben-Gurion University of the Negev, Beer-Sheva, Israel; Orr, J., Israel Society for the Protection of Nature, Beer-Sheva, Israel; Thier, H.D., Lawrence Halt of Science, University of California, Berkeley, California, 94720, United States",[No abstract available],,,,,,,"Chen, B.; Ben-Gurion University of the Negev, Beer-Sheva, Israel",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983984179
"Erickson G.L.","7102189406;","Children's conceptions of heat and temperature",1979,"Science Education","63","2",,"221","230",,193,"10.1002/sce.3730630210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984014340&doi=10.1002%2fsce.3730630210&partnerID=40&md5=62183d33f6e934f384f36ebf5101d155","The University of British Columbia, 2075 Wesbrook Mall., Vancouver, British Columbia, V6T 1W5, Canada","Erickson, G.L., The University of British Columbia, 2075 Wesbrook Mall., Vancouver, British Columbia, V6T 1W5, Canada",[No abstract available],,,,,,,"Erickson, G.L.; The University of British Columbia, 2075 Wesbrook Mall., Vancouver, British Columbia, V6T 1W5, Canada",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984014340
"Bybee R.W.","6701794081;","Science education and the emerging ecological society",1979,"Science Education","63","1",,"95","109",,7,"10.1002/sce.3730630114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56749159493&doi=10.1002%2fsce.3730630114&partnerID=40&md5=9ff5826b1fbe5b46e925472bfff96326","Education Department, Carleton College, Northfield, Minnesota, 55057, United States","Bybee, R.W., Education Department, Carleton College, Northfield, Minnesota, 55057, United States",[No abstract available],,,,,,,"Bybee, R.W.; Education Department, Carleton College, Northfield, Minnesota, 55057, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-56749159493
"Prosser M.","7004075773;","Cognitive analysis of physics textbooks at the tertiary or college level",1979,"Science Education","63","5",,"677","683",,1,"10.1002/sce.3730630513","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983967829&doi=10.1002%2fsce.3730630513&partnerID=40&md5=712324c11efe99efbc42da638d16d794","Centre for the Advancement of Learning and Teaching, Griffith University Nathan, Brisbane, Queensland, 4111, Australia","Prosser, M., Centre for the Advancement of Learning and Teaching, Griffith University Nathan, Brisbane, Queensland, 4111, Australia",[No abstract available],,,,,,,"Prosser, M.; Centre for the Advancement of Learning and Teaching, Griffith University Nathan, Brisbane, Queensland, 4111, Australia",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983967829
"Wright E.L.","24793236400;","Effect of intensive instruction in cue attendance on solving formal operational tasks",1979,"Science Education","63","3",,"381","393",,2,"10.1002/sce.3730630310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983920477&doi=10.1002%2fsce.3730630310&partnerID=40&md5=d2b8b07dbe865cfa7810d8de6d0f7c8c","Science Teaching Center, University of Maryland, College Park, Maryland, 20742, United States","Wright, E.L., Science Teaching Center, University of Maryland, College Park, Maryland, 20742, United States",[No abstract available],,,,,,,"Wright, E.L.; Science Teaching Center, University of Maryland, College Park, Maryland, 20742, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983920477
"Novak J.D.","7403303949;","Response to “Can Ausubel's theory of meaningful learning become an alternative to Piagetian psychology?”",1979,"Science Education","63","2",,"271","273",,,"10.1002/sce.3730630215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983979298&doi=10.1002%2fsce.3730630215&partnerID=40&md5=b0f3a590e8b48acd2ad211e9c364ae5b","Cornell University, Ithaca, New York, 14859, United States","Novak, J.D., Cornell University, Ithaca, New York, 14859, United States",[No abstract available],,,,,,,"Novak, J.D.; Cornell University, Ithaca, New York, 14859, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983979298
"Grabe M., Michael Latta R., Dolphin W.","7006737054;24531080000;6602122331;","Mastery methods: Meeting the challenge of individual differences in secondary science instruction",1979,"Science Education","63","2",,"237","243",,2,"10.1002/sce.3730630212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984062257&doi=10.1002%2fsce.3730630212&partnerID=40&md5=35912091a920c4119203788ba056dd8a","University of North Dakota, Grand Forks, North Dakota, 58202, United States; University of New Hampshire, Durham, New Hampshire, 03824, United States; Iowa State University, Ames, Iowa, 50010, United States","Grabe, M., University of North Dakota, Grand Forks, North Dakota, 58202, United States; Michael Latta, R., University of New Hampshire, Durham, New Hampshire, 03824, United States; Dolphin, W., Iowa State University, Ames, Iowa, 50010, United States",[No abstract available],,,,,,,"Grabe, M.; 212B Education. University of North Dakota, Grand Forks, North Dakota, 58202, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984062257
"Champagne A.B., Klopfer L.E.","55223736300;16488007300;","Pioneers of elementary‐school science: II. Anna Botsford Comstock",1979,"Science Education","63","3",,"299","322",,3,"10.1002/sce.3730630303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983970751&doi=10.1002%2fsce.3730630303&partnerID=40&md5=bf816fc80169b4b395fc0ec897a98b16","University of Pittsburgh, Pittsburgh, Pennsylvania, 15260, United States","Champagne, A.B., University of Pittsburgh, Pittsburgh, Pennsylvania, 15260, United States; Klopfer, L.E., University of Pittsburgh, Pittsburgh, Pennsylvania, 15260, United States",[No abstract available],,,,,,,"Champagne, A.B.; University of Pittsburgh, Pittsburgh, Pennsylvania, 15260, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983970751
"Novak J.D.","7403303949;","Editorial comments on “development of earth and gravity concepts among Nepali children”",1979,"Science Education","63","5",,"719","720",,,"10.1002/sce.3730630518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983941894&doi=10.1002%2fsce.3730630518&partnerID=40&md5=687ef132a78284942918bae1af4355af","Cornell University, Ithaca, New York, 14853, United States","Novak, J.D., Cornell University, Ithaca, New York, 14853, United States",[No abstract available],,,,,,,"Novak, J.D.; Cornell University, Ithaca, New York, 14853, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983941894
"Klopfer L.E.","16488007300;","Foreword",1979,"Science Education","63","4",,"425","425",,,"10.1002/sce.3730630402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983993008&doi=10.1002%2fsce.3730630402&partnerID=40&md5=744fb9cbdbeab51da4b5a101afea2c5b",,"Klopfer, L.E.",[No abstract available],,,,,,,"Klopfer, L.E.",,,00368326,,,,"English","Sci. Educ.",Editorial,,Scopus,2-s2.0-84983993008
"Champagne A.B., Klopfer L.E.","55223736300;16488007300;","Pioneers of elementary school science: I. Wilbur Samuel Jackman",1979,"Science Education","63","2",,"145","165",,9,"10.1002/sce.3730630203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984026241&doi=10.1002%2fsce.3730630203&partnerID=40&md5=efe7fd11face8fd55c59f016ce31fc5e","University of Pittsburgh, Pittsburgh, Pennsylvania, 15260, United States","Champagne, A.B., University of Pittsburgh, Pittsburgh, Pennsylvania, 15260, United States; Klopfer, L.E., University of Pittsburgh, Pittsburgh, Pennsylvania, 15260, United States",[No abstract available],,,,,,,"Champagne, A.B.; University of Pittsburgh, Pittsburgh, Pennsylvania, 15260, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984026241
"McWilliams E.","57190899401;","Joint NIE‐NSF research program: Report at the end of the first year",1979,"Science Education","63","2",,"279","282",,1,"10.1002/sce.3730630218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983961110&doi=10.1002%2fsce.3730630218&partnerID=40&md5=cc0887464ec46d305f55bd7dd6f0d08d","National Science Foundation, Washington, District of Columbia, 20550, United States","McWilliams, E., National Science Foundation, Washington, District of Columbia, 20550, United States",[No abstract available],,,,,,,"McWilliams, E.; National Science Foundation, Washington, District of Columbia, 20550, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983961110
"Helgeson S.L., Blosser P.E.","16406402300;57030312000;","Preface",1979,"Science Education","63","4",,"427","427",,,"10.1002/sce.3730630403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984074172&doi=10.1002%2fsce.3730630403&partnerID=40&md5=4b54b71ec9192684b3116c13fc80420b",,"Helgeson, S.L.; Blosser, P.E.",[No abstract available],,,,,,,"Helgeson, S.L.",,,00368326,,,,"English","Sci. Educ.",Editorial,,Scopus,2-s2.0-84984074172
"Smith W.S., Schroeder C.K.","23028698200;57190901238;","Instruction of fourth grade girls and boys on spatial visualization",1979,"Science Education","63","1",,"61","66",,12,"10.1002/sce.3730630110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983924436&doi=10.1002%2fsce.3730630110&partnerID=40&md5=4368b35c0a70ac5c6d88452cb149f294","University of Kansas, Lawrence, Kansas, 66045, United States; Shawnee Mission Public Schools, Shawnee Mission, Kansas, 66204, United States","Smith, W.S., University of Kansas, Lawrence, Kansas, 66045, United States; Schroeder, C.K., Shawnee Mission Public Schools, Shawnee Mission, Kansas, 66204, United States",[No abstract available],,,,,,,"Smith, W.S.; University of Kansas, Lawrence, Kansas, 66045, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983924436
"Siegel H.","7101603356;","On the distortion of the history of science in science education",1979,"Science Education","63","1",,"111","118",,19,"10.1002/sce.3730630115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983934482&doi=10.1002%2fsce.3730630115&partnerID=40&md5=fb199fbef61452876e1995aee5e793de","University of Nebraska, Lincoln, Nebraska, 68588, United States","Siegel, H., University of Nebraska, Lincoln, Nebraska, 68588, United States",[No abstract available],,,,,,,"Siegel, H.; University of Nebraska, Lincoln, Nebraska, 68588, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983934482
"Fitch T., Fisher R.","57190901438;57189396140;","Survey of science education in a sample of Illinois schools: Grades k‐6 (1975‐1976)",1979,"Science Education","63","3",,"407","416",,9,"10.1002/sce.3730630312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984016714&doi=10.1002%2fsce.3730630312&partnerID=40&md5=0dfafdcdffbb325c5e5fcbb536d41987","Illinois State University, Normal, Illinois, 61761, United States","Fitch, T., Illinois State University, Normal, Illinois, 61761, United States; Fisher, R., Illinois State University, Normal, Illinois, 61761, United States",[No abstract available],,,,,,,"Fitch, T.; Illinois State University, Normal, Illinois, 61761, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984016714
"Story L.E., Brown I.D.","57189282970;57190900619;","Investigation of children's attitudes toward science fostered by a field‐based science methods course",1979,"Science Education","63","5",,"649","654",,8,"10.1002/sce.3730630509","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984075266&doi=10.1002%2fsce.3730630509&partnerID=40&md5=0a9f5529ba49a40c9aae100c6fbd11d3","Department of Science Education, University of Southern Mississippi, Hattiesburg, Mississippi, 39401, United States","Story, L.E., Department of Science Education, University of Southern Mississippi, Hattiesburg, Mississippi, 39401, United States; Brown, I.D., Department of Science Education, University of Southern Mississippi, Hattiesburg, Mississippi, 39401, United States",[No abstract available],,,,,,,"Story, L.E.; Department of Science Education, University of Southern Mississippi, Hattiesburg, Mississippi, 39401, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984075266
"Klopfer L.E.","16488007300;","In appreciation: N. Eldred Bingham, Editor Emeritus",1979,"Science Education","63","1",,"1","2",,,"10.1002/sce.3730630102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983978540&doi=10.1002%2fsce.3730630102&partnerID=40&md5=ee385301931cf80ae44212611af0234d",,"Klopfer, L.E.",[No abstract available],,,,,,,"Klopfer, L.E.",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983978540
"Klopfer L.E.","16488007300;","Editorial— A new style for citations and references",1979,"Science Education","63","2",,"143","143",,,"10.1002/sce.3730630202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983918182&doi=10.1002%2fsce.3730630202&partnerID=40&md5=a7f253e970ed62ab250651cfcfec44d5",,"Klopfer, L.E.",[No abstract available],,,,,,,"Klopfer, L.E.",,,00368326,,,,"English","Sci. Educ.",Editorial,,Scopus,2-s2.0-84983918182
"Ehindero O.J.","24529968800;","Formal operational precocity and achievement in biology among some Nigerian high school students",1979,"Science Education","63","2",,"231","236",,6,"10.1002/sce.3730630211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984063049&doi=10.1002%2fsce.3730630211&partnerID=40&md5=e6c3d94cba513085bfcfe40bb0bc6764","Department of Education, University of Ife, Ife, Nigeria; Department of Special Education and Curriculum Studies, University of Ife, Ile-Lfe, Nigeria","Ehindero, O.J., Department of Education, University of Ife, Ife, Nigeria, Department of Special Education and Curriculum Studies, University of Ife, Ile-Lfe, Nigeria",[No abstract available],,,,,,,"Ehindero, O.J.; Department of Special Education and Curriculum Studies, University of Ife, Ile-Lfe, Nigeria",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984063049
"Welch W.W.","7203028295;","Five years of evaluating federal programs—implications for the future",1979,"Science Education","63","3",,"335","344",,2,"10.1002/sce.3730630305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984020190&doi=10.1002%2fsce.3730630305&partnerID=40&md5=85927bf91f74449aa504fe2fd54867bc","University of Minnesota, Minneapolis, Minnesota, 55455, United States","Welch, W.W., University of Minnesota, Minneapolis, Minnesota, 55455, United States",[No abstract available],,,,,,,"Welch, W.W.; University of Minnesota, Minneapolis, Minnesota, 55455, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984020190
"Lamb W.G., Davis P.C.","57190900463;57190900673;","Can secondary science teachers learn to increase the commonality of their lectures?",1979,"Science Education","63","2",,"205","210",,2,"10.1002/sce.3730630208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983918012&doi=10.1002%2fsce.3730630208&partnerID=40&md5=80f36a6cb7294fac8bdae1c93ec4af49","Frederica Academy, St. Simon'S Island, Georgia, 31522, United States; Indianola Junior High School, Indianola, Mississippi, United States","Lamb, W.G., Frederica Academy, St. Simon'S Island, Georgia, 31522, United States; Davis, P.C., Indianola Junior High School, Indianola, Mississippi, United States",[No abstract available],,,,,,,"Lamb, W.G.; Frederica Academy, St. Simon'S Island, Georgia, 31522, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983918012
"Trowbridge L.W., Dech J.H.","57189286714;57190900693;","Alternative graduate program in science education",1979,"Science Education","63","5",,"641","647",,,"10.1002/sce.3730630508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984062186&doi=10.1002%2fsce.3730630508&partnerID=40&md5=a356d184ef2fcca4b7a49e6d4f4f4d66","Department of Science Education, University of Northern Colorado, Greeley, Colorado, 80639, United States; Science and Mathematics Council, University of Northern Colorado, Greeley, Colorado, 80639, United States","Trowbridge, L.W., Department of Science Education, University of Northern Colorado, Greeley, Colorado, 80639, United States; Dech, J.H., Science and Mathematics Council, University of Northern Colorado, Greeley, Colorado, 80639, United States",[No abstract available],,,,,,,"Trowbridge, L.W.; Department of Science Education, University of Northern Colorado, Greeley, Colorado, 80639, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984062186
"Skoog G.","6701404551;","Topic of evolution in secondary school biology textbooks: 1900‐1977",1979,"Science Education","63","5",,"621","640",,36,"10.1002/sce.3730630507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983978495&doi=10.1002%2fsce.3730630507&partnerID=40&md5=883af4090fef35f9b8670cfe4b92dae6","College of Education, Texas Tech University, Lubbock, Texas, 79409, United States","Skoog, G., College of Education, Texas Tech University, Lubbock, Texas, 79409, United States",[No abstract available],,,,,,,"Skoog, G.; College of Education, Texas Tech University, Lubbock, Texas, 79409, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983978495
"Champagne A.B., Klopfer L.E.","55223736300;16488007300;","Pioneers of elementary‐school science: III. Ephraim Laurence Palmer",1979,"Science Education","63","5",,"557","590",,1,"10.1002/sce.3730630503","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983942512&doi=10.1002%2fsce.3730630503&partnerID=40&md5=af5ae8890388e2ff1c9ceadf1c43b652","University of Pittsburgh, Pittsburgh, Pennsylvania, 15260, United States","Champagne, A.B., University of Pittsburgh, Pittsburgh, Pennsylvania, 15260, United States; Klopfer, L.E., University of Pittsburgh, Pittsburgh, Pennsylvania, 15260, United States",[No abstract available],,,,,,,"Champagne, A.B.; University of Pittsburgh, Pittsburgh, Pennsylvania, 15260, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983942512
"Peterson R.W., Carlson G.R.","57189285120;7402090419;","A summary of research in science education—1977",1979,"Science Education","63","4",,"429","553",,26,"10.1002/sce.3730630405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984020778&doi=10.1002%2fsce.3730630405&partnerID=40&md5=f74325ae46be41528bfb1f325364efd7","California State University, Hayward, California, 94542, United States; California State University, Fullerton, California, 92634, United States","Peterson, R.W., California State University, Hayward, California, 94542, United States; Carlson, G.R., California State University, Fullerton, California, 92634, United States",[No abstract available],,,,,,,"Peterson, R.W.; California State University, Hayward, California, 94542, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984020778
"Sabar N.","6602790296;","Science, curriculum, and society: Trends in science curriculum",1979,"Science Education","63","2",,"257","269",,5,"10.1002/sce.3730630214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983940777&doi=10.1002%2fsce.3730630214&partnerID=40&md5=b11d912283ac7153519901683d607101","School of Education, Tel-Aviv University, Ramat-Aviv, Israel","Sabar, N., School of Education, Tel-Aviv University, Ramat-Aviv, Israel",[No abstract available],,,,,,,"Sabar, N.; School of Education, Tel-Aviv University, Ramat-Aviv, Israel",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983940777
"Milson J.L.","57013176800;","Evaluation of the effect of laboratory‐oriented science curriculum materials on the attitudes of students with reading difficulties",1979,"Science Education","63","1",,"9","14",,3,"10.1002/sce.3730630104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984019204&doi=10.1002%2fsce.3730630104&partnerID=40&md5=fe825eb11b980171aed0b48265fb3144","University of Texas at El Paso, El Paso, Texas, 79968, United States","Milson, J.L., University of Texas at El Paso, El Paso, Texas, 79968, United States",[No abstract available],,,,,,,"Milson, J.L.; University of Texas at El Paso, El Paso, Texas, 79968, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984019204
"Toews W.","57190903146;","Study of the cognitive structures of unified and subject‐centered science students and those of their teachers",1979,"Science Education","63","2",,"173","182",,1,"10.1002/sce.3730630205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984030304&doi=10.1002%2fsce.3730630205&partnerID=40&md5=052ca9ebd6d08c34419589e5d1137d98","University of Regina, Regina, Saskatchewan, Canada","Toews, W., University of Regina, Regina, Saskatchewan, Canada",[No abstract available],,,,,,,"Toews, W.; University of Regina, Regina, Saskatchewan, Canada",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984030304
"Howe A.C., Early M.","7102559995;57029146100;","Reading and reasoning in ISCS classes",1979,"Science Education","63","1",,"15","23",,1,"10.1002/sce.3730630105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983942404&doi=10.1002%2fsce.3730630105&partnerID=40&md5=d4259a8d9aff7b49b0e66d3134dbafdf","Science Education and Reading and Language Arts Centers, Syracuse University, Syracuse, New York, 13210, United States","Howe, A.C., Science Education and Reading and Language Arts Centers, Syracuse University, Syracuse, New York, 13210, United States; Early, M., Science Education and Reading and Language Arts Centers, Syracuse University, Syracuse, New York, 13210, United States",[No abstract available],,,,,,,"Howe, A.C.; Science Education and Reading and Language Arts Centers, Syracuse University, Syracuse, New York, 13210, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84983942404
"Bingham N.E.","56951534800;","Two notes of interest to science educators: I. Compendium of curriculum development projects. II. Worldwatch Institute publications",1979,"Science Education","63","1",,"131","134",,,"10.1002/sce.3730630117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984054739&doi=10.1002%2fsce.3730630117&partnerID=40&md5=884a1b1f320a4925f987cc5363e118d3","1718 N. W. 10th Avenue, Gainesville, Florida, 32605, United States","Bingham, N.E., 1718 N. W. 10th Avenue, Gainesville, Florida, 32605, United States",[No abstract available],,,,,,,"Bingham, N.E.1718 N. W. 10th Avenue, Gainesville, Florida, 32605, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84984054739
